user_id,destination,nationality,travel_month,rating,preference_alignment_score,preferred_type,crowd_tolerance,trip_budget,data_source,review_text
REAL_22,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place to make your mind relaxed. Also you can exercise and ride bicycle.
REAL_23,Colombo,Unknown,6,5,1.0,,,,kaggle_real,"This is a great place to have an evening walk or a bicycle ride. Really appreciate the lovely environment with the jogging track of 2.7 km. But it's sad to say, the cleanliness of the park is not at the condition which it had early, people â¦"
REAL_24,Colombo,Unknown,9,3,0.5,,,,kaggle_real,This is one of the only places in the entire city that is known for providing shelter to a minimum of 50 different species of birds. This includes both migratory and local birds. Here you will be able to witness a large number of â¦
REAL_25,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Very nice place to hangout in the evening. Have a little food court there but  it doesnt have much food varieties. There is a car park to park your vehicles and also there are bicycles for rent near the park. You can give your NIC + Rs.100/= per an hour for a bike. Basically nice place to spend the evening with family.
REAL_26,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Great place for some exercise as there's a walking track and a biking track.  The food court is nice too but look around before deciding. â¦
REAL_27,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"One of the most refreshing places to see in Colombo, the Attidiya Bird Sanctuary is home to over 50 avian species, along with variations of insects and butterflies species. The biodiversity of the place will leave you stunned as you take â¦"
REAL_28,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"It's an amazing place to jogging and riding the bicycle with your family members. That also very good place for lovers to walking around and spend their times. Foods,drinks,bicycles and many more things are available."
REAL_29,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"A little hard to find the entrance, but besides that had a great multi use trail around a lake with some wetlands. A few birds, but not as many as we hoped for. A very relaxed place popular with the locals. We were the only tourists, very calm and peaceful."
REAL_30,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"Lovely place for a walk, jog or cycle ride. I wish they would place boards indicating distance from start point, so users would know the distance covered.
What was annoying was, the number of people who walk against the natural â¦"
REAL_31,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Expansive area with a lot of greenery and a lot of birds. Youâd have to visit early in the morning to see most birds but youâll see some during daytime too. It looks like the increasing population in the surrounding areas and ever rising noise levels have driven some birds away but itâs still reasonably a sanctuary.
REAL_32,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Good place to spend leisure time and the people who care about their own health and fitness. Having a scenic route of 3km of walking and cycling track is fascinating.
REAL_33,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Very relaxing place located conveniently. Plenty of parking around the place. For birds watching best times are 6.30am and around 4.30pm. Walking track is 3.5km round trip.
REAL_34,Colombo,Unknown,6,2,0.25,,,,kaggle_real,"Nothing special to see. Just a helabojun with a limited choices. the fish therapy is no longer there. Fish are there in the reservoir. If you are really into botany, this is a place to visit, and if you are not interested, nothing much to see."
REAL_35,Colombo,Unknown,6,4,0.75,,,,kaggle_real,A great place to enjoy evening and have a dinner. Bit expensive foods but compare to the taste and quality its quite reasonable.  Also the jogging track is 3km a round which is great for the cycling and jogging.
REAL_36,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Near the Bellanvila park and bellanvila temple. There is a jogging track around the sanctuary and its about 3.5km long. Not too crowded. Nice place for an evening walk with friends or family. There are mountain bike rental places nearby so you can get one for very less price.
REAL_37,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Great place for aesthetics with a attractive view.
REAL_38,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"Very good place to visit for relaxing, jogging, walking. There are couple of good lcoally popular eateries, offer clean and tasty food. A very good place for kids to scootering and cycling. Cycles can be rented out a cheap rate too."
REAL_39,Colombo,Unknown,2,3,0.5,,,,kaggle_real,Many species of birds can be seen here.
REAL_40,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"This is probably the only place in Colombo that provides shelter to at least 50 different species of birds (both local and migratory).Â A large number of water monitors, butterflies, insects and other birds tend to catch your attention as â¦"
REAL_41,Colombo,Unknown,6,3,0.5,,,,kaggle_real,My place for early morning walk.with the beauty of the rising sun behind Adams Peak in the distance is.more a spiritual exercise than a physical one.  You breathe in the tranquillity of the surrounding marsh and wake up call of the birds  while looking out for the crocodiles lurking beneath the water lillies.   It's bliss.
REAL_42,Colombo,Unknown,6,3,0.5,,,,kaggle_real,There is no park there! The people cannot enter it unless you have an authorization! The name park given it has no meaning! If you are going there you can only go on the main road.
REAL_43,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Needs a little maintenance, but a good place for animal treatment.
I had a wild bird at home which could not fly and looked sick, so we gave it to Attidiya Bird Sanctuary, but unfortunately the veterinary was not available at that time but the care taker examined the bird. There were many other animals present."
REAL_44,Colombo,Unknown,6,3,0.5,,,,kaggle_real,We'll maintained. Not allowed for visitors unless you are offering tree planting. Check with the relevant authorities if needed visiting
REAL_45,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"An urban marshland  sanctuary with the area of 372ha near Colombo suburb area. Sanctuary rich and diverse with biodiversity including over 150 birds, 70 butterflies, 40 fish and mammals species. Walking track inside the sanctuary and can obtain information at the  entrance office."
REAL_46,Colombo,Unknown,6,4,0.75,,,,kaggle_real,A nature paradise completely neglected by the authorities. Illegal encroachment have destroyed the beauty of this place. There are no birds  to see now due to the disturbances from people. The only natural nature park in the Greater Colombo â¦
REAL_47,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Attidiya bird santuary is a quiet place. people who are beginers of bird watching can visit here. You can feel the environment. But please remember do not to pollute this environment when you go.
REAL_48,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Nice place for bike ridding and bird watching.. but workers were not trained.. a security guard came and told we cannot take photographs with a DSLR camera, but with a phone we can.. but there were no rule such as that.. only commercial recording are not allowed.."
REAL_49,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Peace full place, nice place to hangout with friends."
REAL_50,Colombo,Unknown,6,4,0.75,,,,kaggle_real,3km track with a seperate bicycle track. Great for viweing the sun going down. Has a food court as well. Free â cs theee days a week!
REAL_51,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Extremely picturesque and well planned walking and cycling path. There is also a food court a must for everyone to to be healthy in body mind and soul
REAL_52,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Good place, easy to reach, ample parking, good food outlets. But needs more segregated trash cans in more places.... People tend to litter when there is no trash can in the near visinity"
REAL_53,Colombo,Unknown,2,3,0.5,,,,kaggle_real,Good place to watch birds.
REAL_54,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"It is a very important environmental aria.Atthidiya is a wetland,and also we can see many variety of birds.we can see crocodiles in bolgoda river.So we must protect this aria definitely."
REAL_55,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"There was no formal birding trail within the sanctuary, its really good if there was a proper trail constructed and maintained with a ticket booth and information centre"
REAL_56,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Amidst the well populated suburbs of Attidiya, just outside Colombo, lie the marshy lands of Attidiya Bird Sanctuary. Bordering the famous Bellanwila Buddhist Temple; the sanctuary has rich and diverse birdlife, despite its comparatively â¦"
REAL_57,Colombo,Unknown,6,2,0.25,,,,kaggle_real,"Don't go these days.. some constructions are going on...  evenings are full of full of disturbances of machines and nom Bird watchers...
Eger to watch birds, go during morning and as a group for safety.."
REAL_58,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"A scenic and wonderful place to have a walk or run,while experience  nature,cultivation of paddy and vegetables and experience Deferent happinings sorunded by people from all ages and walks of life."
REAL_59,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"It is close to the city, but it has a natural beauty. It is home to several varieties of birds that are endemic to Sri Lanka. In the spring, several birds come from different countries."
REAL_60,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Place close to Colombo for bird watching and see some other creatures like dragonflies butterflies and lizards like monitor and water monitor. Entrance free unless you hire a guide.  Plastic pollution need to be addressed.  No direction â¦
REAL_61,Colombo,Unknown,6,3,0.5,,,,kaggle_real,I only visited to give them a bird we found in our garden but were worried since it wasn't eating. They were very kind in taking him/her in..
REAL_62,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"This is a beautiful place adjoing well maintained jogging track surrounding the lake  , i love visiting the place to relax and take photos of different kindss of birds, i enjoy taking pictures, landscape is beautiful."
REAL_63,Colombo,Unknown,6,3,0.5,,,,kaggle_real,One of the few bird sanctuaries within Colombo. Quite worth a visit in the early morning as you will get to see a large number of marshland birds.
REAL_64,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Bird hatching eggs at busy walkway
REAL_65,Colombo,Unknown,6,3,0.5,,,,kaggle_real,A good wetland sanctuary in Sri Lanka.but with the 'concrete and brick' development carried out recently the biodiversity has been reduced. The department of wildlife conservation has not paid much attention to protect this resource.
REAL_66,Colombo,Unknown,6,3,0.5,,,,kaggle_real,One of the most suitable place to take a fresh breath in colombo. If you need a break go and calm down. Love this place.
REAL_67,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"Wonderful place for spend a evening with your family,friends,loved ones. Foods are tasty but little bit expensive."
REAL_68,Colombo,Unknown,10,3,0.5,,,,kaggle_real,Still not visit. I am eager to visit.
REAL_69,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"This is a peaceful a place to visit in the evenings. One can see lots of birds here, especially during the evening times. Good place for photography"
REAL_70,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"A 3.5 km stretch to run and have awalk, a three round jogging will result about 13000 steps and 700 - 900 calery loss in 1.30 hours."
REAL_71,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Pretty nice place + if your lucky ,you might be able to see salt water crocs as well."
REAL_72,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"It's a beautiful area. People have dumped garbage and made the area untidy.
Many species of birds butterflies and small mammals are around."
REAL_73,Colombo,Unknown,9,4,0.75,,,,kaggle_real,Wonderful place to see crocodiles and birds
REAL_74,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"Great place, but becoming a lovers park and the lovers seem to have no boundaries no limits to behavior."
REAL_75,Colombo,Unknown,6,3,0.5,,,,kaggle_real,We can walk around the lake.Good walking path.There is a path for cycling.
REAL_76,Colombo,Unknown,6,5,1.0,,,,kaggle_real,Had a great splendid time watching the birds on this vast sanctuary. The place is clean & nice..
REAL_77,Colombo,Unknown,6,5,1.0,,,,kaggle_real,"Kind of calm and peaceful place specially good for mind relaxation, also a very beautiful place."
REAL_78,Colombo,Unknown,6,3,0.5,,,,kaggle_real,It's place where you can observe birds from all around the world specially in their winter. Very good for studying birds.
REAL_79,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Lot of space and facilities such as food corners,ample of parking spaces and bicycle renting.calm natural walking path."
REAL_80,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Cool place....good for family outing.. Good street foods also available near by.
REAL_81,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nice place to hangout in the evening... Can rent out a bicycle and ride around the paddy field with nice sceneries
REAL_82,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Visitors come to this place unhygienic. Polythene and plastic wastes are left everywhere. We urge everyone not to do so. It is our responsibility to keep these places clean.
REAL_83,Colombo,Unknown,6,3,0.5,,,,kaggle_real,With in  the city a place where you can touch the nature.  Who are interested in bird watching taking photos willing to get their shoes in mud this is a good place.
REAL_84,Colombo,Unknown,6,3,0.5,,,,kaggle_real,This place has a walking/jogging path. Restaurants are also available. Nice place to relax in the evenings.
REAL_85,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Really good place if you like to have rest. Have a very beautiful scenery.
REAL_86,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nice location for bird and butterfly watching
REAL_87,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Week days not much of crowd. But in the weekends very crowded. Perfect place for quick bites.
REAL_88,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Beautiful views. They should make use of the lake by allowing boat rides.
REAL_89,Colombo,Unknown,5,3,0.5,,,,kaggle_real,Good
REAL_90,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nice place for an evening walk specially on a weekday to avoid crowds
REAL_91,Colombo,Unknown,5,3,0.5,,,,kaggle_real,Goog
REAL_92,Colombo,Unknown,6,3,0.5,,,,kaggle_real,It's just a concrete jungle now. Hardly any animals are seen. There's a small part of the jungle left. So happy for that.
REAL_93,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place. Easy access. Food court and parking available
REAL_94,Colombo,Unknown,6,4,0.75,,,,kaggle_real,It is a great place with nice view. You can bring your kids there and be relax.
REAL_95,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Very good place to spend time with friend or family members.
REAL_96,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Increasing pollutionâ has made it less of a sanctuary for the birds. If you plan to go there for bird watching, be prepared to be disappointed."
REAL_97,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"It's a great place to visit, you can watch lot of rare birds in the place"
REAL_98,Colombo,Unknown,5,3,0.5,,,,kaggle_real,Supper ð â¦
REAL_99,Colombo,Unknown,6,4,0.75,,,,kaggle_real,If you want to see alligator around Colombo this is the best place. But no proper entrance .
REAL_100,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Sensitive conservation area in Colombo. Love to be there and nice place to walk.
REAL_101,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Water birds can be seen mostly in this area.Nice place to make a visit with young ones.
REAL_102,Colombo,Unknown,6,3,0.5,,,,kaggle_real,The bird park is still under constructions. It will become good place to relax your mind
REAL_103,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Quiet place and excellent track for bicycle riding and walking.
REAL_104,Colombo,Unknown,6,3,0.5,,,,kaggle_real,There is a jogging track with cycling track of 2.85km close by. Can walk with bird songs.
REAL_105,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place to spend spend spare time. Close to Bellanwila temple.
REAL_106,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"Very good jogin path and cycling path.
Exercising area with beautiful enwierement"
REAL_107,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Great place to unwind while experincing the essence of the nature.
REAL_108,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Very beautiful place. But so dangerous. Because there are many reptiles in this place.
REAL_109,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"Best for walking.But ,surprised I have never seen any bird there..oh.."
REAL_110,Colombo,Unknown,6,4,0.75,,,,kaggle_real,I buy my Cocotoo's food and my Fish food from here... I love that place... clean and nicely kept.
REAL_111,Colombo,Unknown,7,3,0.5,,,,kaggle_real,A nice place for natural birds.
REAL_112,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Beautiful place.Not so many bird species theire.But good.
REAL_113,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nice place to spend some time with jogging track and a cycling track
REAL_114,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Location and the ecology just being developed. Some more to go to become a full fledged sanctuary.
REAL_115,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Best place for jogging and riding but no much maintainance from current government :(
REAL_116,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nice place to take a little rest after long driving.
REAL_117,Colombo,Unknown,6,3,0.5,,,,kaggle_real,I used to sit their when I visit to Bellanwila Temple. At noon the place is too hot
REAL_118,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Its a restricted area went nothing to watch. rumor says not good place for girls.
REAL_119,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Lovely spot for bird watching specially water hens and few migrants sp.
REAL_120,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nice natural place ; good place to watch birds & feel the natural environment
REAL_121,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place for cycling and walking.
REAL_122,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Romantic place where we can enjoy cycling, jogging and food with partner"
REAL_123,Colombo,Unknown,6,3,0.5,,,,kaggle_real,It is a Animal hospital we can bring injured animals to that place. So they take care of them.
REAL_124,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Great place to drop off some injured bird u might have rescued
REAL_125,Colombo,Unknown,6,4,0.75,,,,kaggle_real,It's a beautiful tranquil place to watch migrating birds.
REAL_126,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Lovely
REAL_127,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"Gorgeous place, with many varieties of birds and huge crocs."
REAL_128,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Really nice place. You all should visit
REAL_129,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place to jogging. There you may got a restaurant
REAL_130,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Very relaxing walking path.I saw lots of visiting birds.
REAL_131,Colombo,Unknown,6,3,0.5,,,,kaggle_real,This is a wild life sanctuary as wellas an animal hospital. They provide accomodation and treat injured animals
REAL_132,Colombo,Unknown,6,1,0.0,,,,kaggle_real,Badly polluted due to human activities yet the officials are trying to keep it well. Some mega constructions are being happened.
REAL_133,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good for bicycle riding. Low choice of food
REAL_134,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Its an awesome place to visit in Colombo to witness a wide variety of birds
REAL_135,Colombo,Unknown,6,3,0.5,,,,kaggle_real,This place is having a big biodiversity and ideal location for bird watching.
REAL_136,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nice place to watch and photographs various kinds of birds.
REAL_137,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Good place for joggin & cycling. But crowded on weekends
REAL_138,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nature lovers location for watch birds and good place to discover nature for beginners
REAL_139,Colombo,Unknown,6,3,0.5,,,,kaggle_real,A good place to hang out with friends and family...
REAL_140,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Cool place to outing. Different types of food are available.
REAL_141,Colombo,Unknown,6,3,0.5,,,,kaggle_real,No much birds to watch. But this is a place to relax your mind within colombo area...
REAL_142,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Nice and there are lots of birds, but too urbanized"
REAL_143,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Great place to hv a bicycle ride and have snack
REAL_144,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Nice place, if u like nature"
REAL_145,Colombo,Unknown,6,4,0.75,,,,kaggle_real,It's verry beautiful and verry clean natural looking area
REAL_146,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Nice and calm place.... but crowded on weekends....
REAL_147,Colombo,Unknown,6,3,0.5,,,,kaggle_real,nice place to rent a bicycle and ride along the lake side
REAL_148,Colombo,Unknown,6,2,0.25,,,,kaggle_real,"The bird sanctuary is closed place now, Don't go.
They do not allow to anyone to go inside."
REAL_149,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Good place to relax, food, cycling and jogging"
REAL_150,Colombo,Unknown,6,3,0.5,,,,kaggle_real,It's very Clam environment. I love this place.
REAL_151,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Best place to relax and jogging. And recreation and food.
REAL_152,Colombo,Unknown,6,2,0.25,,,,kaggle_real,"Crowded place, next to a temple, popular among locals for hangouts"
REAL_153,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good for leisure walking and exercise as well birding.
REAL_154,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Lovely place. Very near to colonbo
REAL_155,Colombo,Unknown,6,3,0.5,,,,kaggle_real,We could not find the bird sanctuary. This place has changed yo Animal hospital. Please update records.
REAL_156,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Good place for Jogging, bicycle riding & exercises"
REAL_157,Colombo,Unknown,6,4,0.75,,,,kaggle_real,"Great, quiet place for a stroll in the evening."
REAL_158,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place to birds photography in colombo but not cleaned place
REAL_159,Colombo,Unknown,6,1,0.0,,,,kaggle_real,No birds or no shelter. It's worst place to visit. If u need to watch birds. Go to Forest not here.
REAL_160,Colombo,Unknown,6,3,0.5,,,,kaggle_real,nice place to stay eveing with family or friends
REAL_161,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good and natural place with green scenery
REAL_162,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Good facility. Bad smell in some areas close to lake
REAL_163,Colombo,Unknown,6,3,0.5,,,,kaggle_real,I used to go there for a walk. The walking track is about 3 km.
REAL_164,Colombo,Unknown,6,3,0.5,,,,kaggle_real,This place is really good and very relaxing
REAL_165,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"People destroying the place with new construction and garbage dumping, gov need to protect these places before people destroy them for good"
REAL_166,Colombo,Unknown,6,3,0.5,,,,kaggle_real,A nice place to have a bicycle ride. â¤ï¸â¤ï¸â¤ï¸ððð â¦
REAL_167,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Beautiful environment  ð â¦
REAL_168,Colombo,Unknown,6,3,0.5,,,,kaggle_real,it have good tasty foods and big offers for customers ..
REAL_169,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Safe place to jogging, leisure and enjoyment..."
REAL_170,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place for bird watching mainly flamingos and Starks
REAL_171,Colombo,Unknown,6,4,0.75,,,,kaggle_real,It's so sad to see a lovely place like this had turned into a garbage dump.
REAL_172,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Most beautiful visiting place. Special for birds
REAL_173,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place to visit with your kids
REAL_174,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Calm and quite area surrounded by busy towns !
REAL_175,Colombo,Unknown,6,3,0.5,,,,kaggle_real,"Good place for joking, cycling, walking."
REAL_176,Colombo,Unknown,6,3,0.5,,,,kaggle_real,OK thanks so much for your help and support
REAL_177,Colombo,Unknown,6,3,0.5,,,,kaggle_real,You get nice colours of hand bags.
REAL_178,Colombo,Unknown,6,3,0.5,,,,kaggle_real,It is a good place to wive waterland birds
REAL_179,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Excellent place...good foods
REAL_180,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place to relax.. n cycle
REAL_181,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place for decent workout
REAL_182,Colombo,Unknown,6,4,0.75,,,,kaggle_real,One of the best places for do wild photograph.
REAL_183,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Calm and nice place with lots of views
REAL_184,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Great place to buy plants and food items
REAL_185,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good place for a person who loves the nature!
REAL_186,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Good but lot of dogs there
REAL_187,Colombo,Unknown,6,2,0.25,,,,kaggle_real,Now not as good as it used to be 15 years back. But still get some birds
REAL_188,Colombo,Unknown,6,3,0.5,,,,kaggle_real,One of the protective forests in the area but general public cares less and its very sad
REAL_189,Colombo,Unknown,6,4,0.75,,,,kaggle_real,One of the best walking places..
REAL_190,Colombo,Unknown,6,3,0.5,,,,kaggle_real,Nice place to visit quite and calm
REAL_191,Colombo,Unknown,6,4,0.75,,,,kaggle_real,A must visit place. Well arranged.
REAL_192,Colombo,Unknown,6,3,0.5,,,,kaggle_real,The place is good for calm walk....
REAL_193,Colombo,Unknown,6,3,0.5,,,,kaggle_real,A place we should protect for future generations . Sadly we are polluting it.
REAL_194,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Good beautiful and so carm place
REAL_195,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Clean and calm place. Beautiful scenarios.
REAL_196,Colombo,Unknown,6,4,0.75,,,,kaggle_real,Great place for a morning Walk.
